(100, 1, 0.523486901535682)
(100, 2, 0.5320686540198736)
(100, 3, 0.518970189701897)
(100, 4, 0.5374887082204155)
(100, 5, 0.530713640469738)
(100, 6, 0.5298102981029811)
(100, 7, 0.5356820234869015)
(100, 8, 0.5284552845528455)
(100, 9, 0.542457091237579)
(100, 10, 0.521680216802168)
(100, 11, 0.5401987353206865)
(100, 12, 0.5311653116531165)
(100, 13, 0.5343270099367661)
(100, 14, 0.5298102981029811)
(100, 15, 0.5275519421860885)
(100, 16, 0.5320686540198736)
(100, 17, 0.5429087624209575)
(100, 18, 0.519873532068654)
(100, 19, 0.5293586269196026)
(100, 20, 0.533423667570009)
(115, 1, 0.523486901535682)
(115, 2, 0.532520325203252)
(115, 3, 0.528906955736224)
(115, 4, 0.5392953929539296)
(115, 5, 0.5365853658536586)
(115, 6, 0.537940379403794)
(115, 7, 0.5365853658536586)
(115, 8, 0.532520325203252)
(115, 9, 0.5456187895212286)
(115, 10, 0.5320686540198736)
(115, 11, 0.5383920505871725)
(115, 12, 0.5388437217705511)
(115, 13, 0.5392953929539296)
(115, 14, 0.533423667570009)
(115, 15, 0.5298102981029811)
(115, 16, 0.5329719963866305)
(115, 17, 0.5401987353206865)
(115, 18, 0.5275519421860885)
(115, 19, 0.5293586269196026)
(115, 20, 0.5374887082204155)
(130, 1, 0.5203252032520326)
(130, 2, 0.5329719963866305)
(130, 3, 0.5329719963866305)
(130, 4, 0.5429087624209575)
(130, 5, 0.533423667570009)
(130, 6, 0.5370370370370371)
(130, 7, 0.530713640469738)
(130, 8, 0.526196928635953)
(130, 9, 0.5474254742547425)
(130, 10, 0.5284552845528455)
(130, 11, 0.5370370370370371)
(130, 12, 0.5365853658536586)
(130, 13, 0.5374887082204155)
(130, 14, 0.5271002710027101)
(130, 15, 0.5302619692863595)
(130, 16, 0.5392953929539296)
(130, 17, 0.5411020776874436)
(130, 18, 0.5271002710027101)
(130, 19, 0.530713640469738)
(130, 20, 0.53613369467028)
(145, 1, 0.5194218608852755)
(145, 2, 0.5329719963866305)
(145, 3, 0.526196928635953)
(145, 4, 0.546973803071364)
(145, 5, 0.5343270099367661)
(145, 6, 0.5374887082204155)
(145, 7, 0.535230352303523)
(145, 8, 0.5302619692863595)
(145, 9, 0.546973803071364)
(145, 10, 0.5257452574525745)
(145, 11, 0.5347786811201445)
(145, 12, 0.5370370370370371)
(145, 13, 0.5401987353206865)
(145, 14, 0.528003613369467)
(145, 15, 0.5311653116531165)
(145, 16, 0.5347786811201445)
(145, 17, 0.5438121047877146)
(145, 18, 0.5356820234869015)
(145, 19, 0.533423667570009)
(145, 20, 0.5338753387533876)
(160, 1, 0.524390243902439)
(160, 2, 0.5374887082204155)
(160, 3, 0.5271002710027101)
(160, 4, 0.535230352303523)
(160, 5, 0.5338753387533876)
(160, 6, 0.5370370370370371)
(160, 7, 0.5347786811201445)
(160, 8, 0.530713640469738)
(160, 9, 0.5492321589882565)
(160, 10, 0.525293586269196)
(160, 11, 0.5338753387533876)
(160, 12, 0.5388437217705511)
(160, 13, 0.5401987353206865)
(160, 14, 0.5239385727190605)
(160, 15, 0.5275519421860885)
(160, 16, 0.530713640469738)
(160, 17, 0.5388437217705511)
(160, 18, 0.5343270099367661)
(160, 19, 0.530713640469738)
(160, 20, 0.5365853658536586)
(175, 1, 0.5248419150858176)
(175, 2, 0.5320686540198736)
(175, 3, 0.528003613369467)
(175, 4, 0.530713640469738)
(175, 5, 0.5356820234869015)
(175, 6, 0.5365853658536586)
(175, 7, 0.5329719963866305)
(175, 8, 0.5316169828364951)
(175, 9, 0.546973803071364)
(175, 10, 0.5266485998193315)
(175, 11, 0.5338753387533876)
(175, 12, 0.533423667570009)
(175, 13, 0.5338753387533876)
(175, 14, 0.5293586269196026)
(175, 15, 0.5316169828364951)
(175, 16, 0.5316169828364951)
(175, 17, 0.5356820234869015)
(175, 18, 0.5370370370370371)
(175, 19, 0.5343270099367661)
(175, 20, 0.530713640469738)
(190, 1, 0.5140018066847335)
(190, 2, 0.5343270099367661)
(190, 3, 0.528906955736224)
(190, 4, 0.5329719963866305)
(190, 5, 0.5311653116531165)
(190, 6, 0.539747064137308)
(190, 7, 0.5320686540198736)
(190, 8, 0.528906955736224)
(190, 9, 0.5501355013550135)
(190, 10, 0.5271002710027101)
(190, 11, 0.5271002710027101)
(190, 12, 0.5356820234869015)
(190, 13, 0.5266485998193315)
(190, 14, 0.5298102981029811)
(190, 15, 0.519873532068654)
(190, 16, 0.5343270099367661)
(190, 17, 0.5388437217705511)
(190, 18, 0.5298102981029811)
(190, 19, 0.5329719963866305)
(190, 20, 0.528003613369467)
(205, 1, 0.5239385727190605)
(205, 2, 0.5343270099367661)
(205, 3, 0.5284552845528455)
(205, 4, 0.5356820234869015)
(205, 5, 0.5347786811201445)
(205, 6, 0.535230352303523)
(205, 7, 0.533423667570009)
(205, 8, 0.5316169828364951)
(205, 9, 0.542457091237579)
(205, 10, 0.532520325203252)
(205, 11, 0.520776874435411)
(205, 12, 0.535230352303523)
(205, 13, 0.5275519421860885)
(205, 14, 0.532520325203252)
(205, 15, 0.5239385727190605)
(205, 16, 0.5374887082204155)
(205, 17, 0.539747064137308)
(205, 18, 0.5343270099367661)
(205, 19, 0.5329719963866305)
(205, 20, 0.5293586269196026)
(220, 1, 0.5230352303523035)
(220, 2, 0.5320686540198736)
(220, 3, 0.5284552845528455)
(220, 4, 0.5329719963866305)
(220, 5, 0.5365853658536586)
(220, 6, 0.5370370370370371)
(220, 7, 0.5271002710027101)
(220, 8, 0.5347786811201445)
(220, 9, 0.542457091237579)
(220, 10, 0.5284552845528455)
(220, 11, 0.528003613369467)
(220, 12, 0.5320686540198736)
(220, 13, 0.5293586269196026)
(220, 14, 0.530713640469738)
(220, 15, 0.5266485998193315)
(220, 16, 0.5311653116531165)
(220, 17, 0.5329719963866305)
(220, 18, 0.5338753387533876)
(220, 19, 0.5343270099367661)
(220, 20, 0.5271002710027101)
(235, 1, 0.517163504968383)
(235, 2, 0.535230352303523)
(235, 3, 0.5311653116531165)
(235, 4, 0.5311653116531165)
(235, 5, 0.5329719963866305)
(235, 6, 0.53613369467028)
(235, 7, 0.5293586269196026)
(235, 8, 0.5338753387533876)
