(235, 9, 0.5411020776874436)
(235, 10, 0.5266485998193315)
(235, 11, 0.5275519421860885)
(235, 12, 0.5311653116531165)
(235, 13, 0.5298102981029811)
(235, 14, 0.528906955736224)
(235, 15, 0.5266485998193315)
(235, 16, 0.5370370370370371)
(235, 17, 0.5370370370370371)
(235, 18, 0.5356820234869015)
(235, 19, 0.535230352303523)
(235, 20, 0.5356820234869015)
(250, 1, 0.5153568202348691)
(250, 2, 0.5320686540198736)
(250, 3, 0.5275519421860885)
(250, 4, 0.5338753387533876)
(250, 5, 0.533423667570009)
(250, 6, 0.5365853658536586)
(250, 7, 0.5284552845528455)
(250, 8, 0.532520325203252)
(250, 9, 0.5338753387533876)
(250, 10, 0.5284552845528455)
(250, 11, 0.530713640469738)
(250, 12, 0.5293586269196026)
(250, 13, 0.5365853658536586)
(250, 14, 0.533423667570009)
(250, 15, 0.5316169828364951)
(250, 16, 0.533423667570009)
(250, 17, 0.5383920505871725)
(250, 18, 0.5311653116531165)
(250, 19, 0.5320686540198736)
(250, 20, 0.532520325203252)
(265, 1, 0.519873532068654)
(265, 2, 0.5343270099367661)
(265, 3, 0.5248419150858176)
(265, 4, 0.5320686540198736)
(265, 5, 0.532520325203252)
(265, 6, 0.5420054200542005)
(265, 7, 0.5275519421860885)
(265, 8, 0.5311653116531165)
(265, 9, 0.5338753387533876)
(265, 10, 0.528906955736224)
(265, 11, 0.5298102981029811)
(265, 12, 0.5329719963866305)
(265, 13, 0.537940379403794)
(265, 14, 0.5298102981029811)
(265, 15, 0.525293586269196)
(265, 16, 0.5320686540198736)
(265, 17, 0.5370370370370371)
(265, 18, 0.5316169828364951)
(265, 19, 0.5343270099367661)
(265, 20, 0.5338753387533876)
(280, 1, 0.518970189701897)
(280, 2, 0.5343270099367661)
(280, 3, 0.5320686540198736)
(280, 4, 0.532520325203252)
(280, 5, 0.5329719963866305)
(280, 6, 0.5438121047877146)
(280, 7, 0.5257452574525745)
(280, 8, 0.5329719963866305)
(280, 9, 0.5411020776874436)
(280, 10, 0.5293586269196026)
(280, 11, 0.5284552845528455)
(280, 12, 0.5356820234869015)
(280, 13, 0.533423667570009)
(280, 14, 0.5284552845528455)
(280, 15, 0.5293586269196026)
(280, 16, 0.5284552845528455)
(280, 17, 0.5365853658536586)
(280, 18, 0.5284552845528455)
(280, 19, 0.5320686540198736)
(280, 20, 0.5338753387533876)
(295, 1, 0.5185185185185185)
(295, 2, 0.5320686540198736)
(295, 3, 0.528003613369467)
(295, 4, 0.5293586269196026)
(295, 5, 0.5338753387533876)
(295, 6, 0.5429087624209575)
(295, 7, 0.5230352303523035)
(295, 8, 0.5298102981029811)
(295, 9, 0.5401987353206865)
(295, 10, 0.528003613369467)
(295, 11, 0.5284552845528455)
(295, 12, 0.5316169828364951)
(295, 13, 0.5347786811201445)
(295, 14, 0.5343270099367661)
(295, 15, 0.5257452574525745)
(295, 16, 0.526196928635953)
(295, 17, 0.537940379403794)
(295, 18, 0.526196928635953)
(295, 19, 0.5298102981029811)
(295, 20, 0.5343270099367661)
(310, 1, 0.519873532068654)
(310, 2, 0.5356820234869015)
(310, 3, 0.528003613369467)
(310, 4, 0.5302619692863595)
(310, 5, 0.5356820234869015)
(310, 6, 0.5438121047877146)
(310, 7, 0.5221318879855466)
(310, 8, 0.5271002710027101)
(310, 9, 0.5374887082204155)
(310, 10, 0.5311653116531165)
(310, 11, 0.5311653116531165)
(310, 12, 0.532520325203252)
(310, 13, 0.5343270099367661)
(310, 14, 0.5311653116531165)
(310, 15, 0.528003613369467)
(310, 16, 0.528906955736224)
(310, 17, 0.5429087624209575)
(310, 18, 0.5293586269196026)
(310, 19, 0.5298102981029811)
(310, 20, 0.53613369467028)
(325, 1, 0.5257452574525745)
(325, 2, 0.528906955736224)
(325, 3, 0.5311653116531165)
(325, 4, 0.533423667570009)
(325, 5, 0.532520325203252)
(325, 6, 0.54516711833785)
(325, 7, 0.5225835591689251)
(325, 8, 0.5347786811201445)
(325, 9, 0.542457091237579)
(325, 10, 0.5311653116531165)
(325, 11, 0.535230352303523)
(325, 12, 0.532520325203252)
(325, 13, 0.530713640469738)
(325, 14, 0.5293586269196026)
(325, 15, 0.5275519421860885)
(325, 16, 0.5347786811201445)
(325, 17, 0.539747064137308)
(325, 18, 0.5275519421860885)
(325, 19, 0.5320686540198736)
(325, 20, 0.5329719963866305)
(340, 1, 0.525293586269196)
(340, 2, 0.5298102981029811)
(340, 3, 0.530713640469738)
(340, 4, 0.532520325203252)
(340, 5, 0.5365853658536586)
(340, 6, 0.5433604336043361)
(340, 7, 0.521680216802168)
(340, 8, 0.5343270099367661)
(340, 9, 0.5420054200542005)
(340, 10, 0.5298102981029811)
(340, 11, 0.5320686540198736)
(340, 12, 0.5329719963866305)
(340, 13, 0.5329719963866305)
(340, 14, 0.5316169828364951)
(340, 15, 0.5194218608852755)
(340, 16, 0.5356820234869015)
(340, 17, 0.5401987353206865)
(340, 18, 0.528003613369467)
(340, 19, 0.528906955736224)
(340, 20, 0.5356820234869015)
(355, 1, 0.5271002710027101)
(355, 2, 0.530713640469738)
(355, 3, 0.5356820234869015)
(355, 4, 0.5338753387533876)
(355, 5, 0.5338753387533876)
(355, 6, 0.5383920505871725)
(355, 7, 0.5239385727190605)
(355, 8, 0.5329719963866305)
(355, 9, 0.540650406504065)
(355, 10, 0.532520325203252)
(355, 11, 0.5320686540198736)
(355, 12, 0.528003613369467)
(355, 13, 0.5298102981029811)
(355, 14, 0.5266485998193315)
(355, 15, 0.5230352303523035)
(355, 16, 0.5338753387533876)
(355, 17, 0.5411020776874436)
(355, 18, 0.5293586269196026)
(355, 19, 0.5311653116531165)
(355, 20, 0.5383920505871725)
(370, 1, 0.5239385727190605)
(370, 2, 0.5284552845528455)
(370, 3, 0.532520325203252)
(370, 4, 0.5311653116531165)
(370, 5, 0.5374887082204155)
(370, 6, 0.5392953929539296)
(370, 7, 0.523486901535682)
(370, 8, 0.5329719963866305)
(370, 9, 0.5383920505871725)
(370, 10, 0.5275519421860885)
(370, 11, 0.530713640469738)
(370, 12, 0.525293586269196)
(370, 13, 0.5320686540198736)
(370, 14, 0.5230352303523035)
(370, 15, 0.526196928635953)
(370, 16, 0.5320686540198736)
(370, 17, 0.539747064137308)
(370, 18, 0.5284552845528455)
(370, 19, 0.530713640469738)
(370, 20, 0.537940379403794)
(385, 1, 0.5271002710027101)
(385, 2, 0.5329719963866305)
(385, 3, 0.535230352303523)
(385, 4, 0.5356820234869015)
(385, 5, 0.532520325203252)
(385, 6, 0.5370370370370371)
(385, 7, 0.5266485998193315)
(385, 8, 0.533423667570009)
(385, 9, 0.5411020776874436)
(385, 10, 0.5293586269196026)
(385, 11, 0.5275519421860885)
(385, 12, 0.526196928635953)
(385, 13, 0.5343270099367661)
(385, 14, 0.5248419150858176)
(385, 15, 0.5271002710027101)
(385, 16, 0.5329719963866305)
(385, 17, 0.5411020776874436)
(385, 18, 0.530713640469738)
(385, 19, 0.530713640469738)
(385, 20, 0.5374887082204155)
(400, 1, 0.524390243902439)
(400, 2, 0.5316169828364951)
(400, 3, 0.53613369467028)
(400, 4, 0.5329719963866305)
(400, 5, 0.5338753387533876)
(400, 6, 0.537940379403794)
(400, 7, 0.5266485998193315)
(400, 8, 0.530713640469738)
(400, 9, 0.5420054200542005)
(400, 10, 0.5293586269196026)
(400, 11, 0.528906955736224)
(400, 12, 0.5298102981029811)
(400, 13, 0.5329719963866305)
(400, 14, 0.5266485998193315)
(400, 15, 0.5356820234869015)
(400, 16, 0.5320686540198736)
(400, 17, 0.5438121047877146)
(400, 18, 0.5302619692863595)
(400, 19, 0.5248419150858176)
(400, 20, 0.5392953929539296)
190 9 0.5501355013550135
